smiles,name,sources,n_sources
CC(=O)OC(=O)C(N)CCC(=O)NC(CS)C(=O)NCC(=O)NCCCNCCCCN,,local|unified,2
CC(=O)OC(=O)C(N)CCC(=O)NC(CSC(=O)C(C)O)C(=O)NCC(=O)O,,local|unified,2
CC(=O)OC(=O)C(N)CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O,,local|unified,2
CC(=O)OC(=O)C(N)CCC=O,,local|unified,2
CC(=O)OC(=O)C(N)CCCC(N)C(=O)O,,local|unified,2
CC(=O)OC(=O)C(N)CCCC=O,,local|unified,2
CC(=O)OC(=O)C(N)CCCCCCP(=O)(O)O,,local|unified,2
CC(=O)OC(=O)C(N)CCCCN=C(C)N,,local|unified,2
CC(=O)OC(=O)C(N)CCCN=C(C)N,,local|unified,2
CC(=O)OC(=O)C(N)CCCN=C(N)NC(CC(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)C(N)CCCNC(N)=O,,local|unified,2
CC(=O)OC(=O)C(N)CCP(C)(=O)O,,local|unified,2
CC(=O)OC(=O)C(N)CCSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,,local|unified,2
CC(=O)OC(=O)C(N)Cc1c[nH]c2ccccc12,,local|unified,2
CC(=O)OC(=O)C(N)Cn1ccc(=O)[nH]c1=O,,local|unified,2
CC(=O)OC(=O)C(N)c1cc(=O)[nH]o1,,local|unified,2
CC(=O)OC(=O)C(N)c1ccc(C(=O)O)c(O)c1,,local|unified,2
CC(=O)OC(=O)C(Nc1ccc(Br)cc1)C(=O)O,,local|unified,2
CC(=O)OC(=O)C(O)(Cc1cnc[nH]1)C(N)CC(C)C,,local|unified,2
CC(=O)OC(=O)C(O)=CC=CC(=O)CCC(=O)O,,local|unified,2
CC(=O)OC(=O)C(O)=CC=CCC(=O)O,,local|unified,2
CC(=O)OC(=O)C(O)=Cc1ccccc1,,local|unified,2
CC(=O)OC(=O)C(O)C(O)C(O)C(O)CO,,local|unified,2
CC(=O)OC(=O)C(O)C(O)Cn1cnc2c(N)ncnc21,,local|unified,2
CC(=O)OC(=O)C(O)CC(N)C(=O)O,,local|unified,2
CC(=O)OC(=O)C(O)NC(N)=O,,local|unified,2
CC(=O)OC(=O)C(O)c1ccccc1,,local|unified,2
CC(=O)OC(=O)C1(C(=O)O)CCC1,,local|unified,2
CC(=O)OC(=O)C1(N)CCCCC1,,local|unified,2
CC(=O)OC(=O)C1(O)CC(=O)C(O)C(O)C1,,local|unified,2
CC(=O)OC(=O)C1(O)CC(O)C(O)C(O)C1,,local|unified,2
CC(=O)OC(=O)C1=C(C)CSC(C(C=O)NC(=O)Cc2cccs2)N1,,local|unified,2
CC(=O)OC(=O)C1=C(C)CSC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N12,,local|unified,2
CC(=O)OC(=O)C1=C(Cl)CCC2C(NC(=O)C(N)c3ccccc3)C(=O)N12,,local|unified,2
CC(=O)OC(=O)C1=CC(=O)C(O)C(O)C1,,local|unified,2
CC(=O)OC(=O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,,local|unified,2
CC(=O)OC(=O)C1=NC(C(=O)O)CC=C1,,local|unified,2
CC(=O)OC(=O)C1=NCCCC1,,local|unified,2
CC(=O)OC(=O)C1C(=CCO)OC2CC(=O)N21,,local|unified,2
CC(=O)OC(=O)C1CC(=O)CC(C(=O)O)N1,,local|unified,2
CC(=O)OC(=O)C1CC(C(=O)O)CN1,,local|unified,2
CC(=O)OC(=O)C1CC=CC(C(=O)O)=N1,,local|unified,2
CC(=O)OC(=O)C1CCCCN1,,local|unified,2
CC(=O)OC(=O)C1CCCN1C,,local|unified,2
CC(=O)OC(=O)C1CCCN1C(=O)C(C)CSN=O,,local|unified,2
CC(=O)OC(=O)C1CCCN1S(=O)(=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
CC(=O)OC(=O)C1CN(C(=O)C(Cc2ccccc2)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C1,,local|unified,2
CC(=O)OC(=O)C1CN(CCCP(=O)(O)O)CCN1,,local|unified,2
CC(=O)OC(=O)C1CNC(C(=O)O)C1,,local|unified,2
CC(=O)OC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C,,local|unified,2
CC(=O)OC(=O)C1OC(O)C(O)C(O)C1O,,local|unified,2
CC(=O)OC(=O)C1OC([n+]2cccc(C3CCCN3C)c2)C(O)C(O)C1O,,local|unified,2
CC(=O)OC(=O)C=C(C(=O)O)C(O)C(=O)O,,local|unified,2
CC(=O)OC(=O)C=C(C=CC(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)C=CC(=CC(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)C=CC=C(C(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)C=CCN,,local|unified,2
CC(=O)OC(=O)C=CC[N+](C)(C)C,,local|unified,2
CC(=O)OC(=O)CC(=N)C(=O)O,,local|unified,2
CC(=O)OC(=O)CC(=O)CCC(=O)O,,local|unified,2
CC(=O)OC(=O)CC(C)C=CC=C(C)C=Cc1c(C)cc(O)cc1C,,local|unified,2
CC(=O)OC(=O)CC(CCCCCC(=O)O)C(C)N,,local|unified,2
CC(=O)OC(=O)CC(CN)c1ccc(Cl)cc1,,local|unified,2
CC(=O)OC(=O)CC(Cc1ccccc1)C(=O)O,,local|unified,2
CC(=O)OC(=O)CC(NC(=O)CP(=O)(O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)CC(NC(N)=NCCCC(N)C(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)CC(O)C(=O)NC(CC(C)C)C(=O)NCCC(C)C,,local|unified,2
CC(=O)OC(=O)CC(O)CN,,local|unified,2
CC(=O)OC(=O)CC(O)C[N+](C)(C)C,,local|unified,2
CC(=O)OC(=O)CC(SCCN=C(N)N)C(=O)O,,local|unified,2
CC(=O)OC(=O)CC1=C(CCC(=O)O)CN=C1CC1N=C(C)C(CC(=O)O)=C1CCC(=O)O,,local|unified,2
CC(=O)OC(=O)CC1=CCC(=O)O1,,local|unified,2
CC(=O)OC(=O)CC=CC=C(O)C(=O)O,,local|unified,2
CC(=O)OC(=O)CCC(=O)C=CC=C(O)C(=O)O,,local|unified,2
CC(=O)OC(=O)CCC(=O)CC(=O)O,,local|unified,2
CC(=O)OC(=O)CCC(=O)NC(CCC(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)CCC(=O)OCC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,,local|unified,2
CC(=O)OC(=O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,,local|unified,2
CC(=O)OC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,local|unified,2
CC(=O)OC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,,local|unified,2
CC(=O)OC(=O)CCC(N)C=O,,local|unified,2
CC(=O)OC(=O)CCC(NC(=O)CCC(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)CCC(NC(=O)c1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,,local|unified,2
CC(=O)OC(=O)CCC(NC(=O)c1ccc(S(=O)(=O)N2CCCC2C(=O)O)cc1)C(=O)O,,local|unified,2
CC(=O)OC(=O)CCC(NC(CCCN=C(N)N)C(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(=O)CCC1=C(CC(=O)O)C(C)=NC1CC1=NCC(CCC(=O)O)=C1CC(=O)O,,local|unified,2
CC(=O)OC(=O)CCC1=C(CC(=O)O)C(CC2N=C(C)C(CC(=O)O)=C2CCC(=O)O)=NC1,,local|unified,2
CC(=O)OC(=O)CCC1N=CNC1=O,,local|unified,2
CC(=O)OC(=O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCc1ccccc1,,local|unified,2
CC(=O)OC(=O)CCCC=CCC1C2CCC(O2)C1CNNC(=O)Nc1ccccc1,,local|unified,2
CC(=O)OC(=O)CCCCC1SCC2NC(=O)NC21,,local|unified,2
CC(=O)OC(=O)CCCCCC(CC(=O)O)C(C)N,,local|unified,2
CC(=O)OC(=O)CCCN=C(N)N,,local|unified,2
CC(=O)OC(=O)CCC[N+](C)(C)C,,local|unified,2
CC(=O)OC(=O)CCc1c[nH]c2ccccc12,,local|unified,2
CC(=O)OC(=O)CCc1ccccc1O,,local|unified,2
CC(=O)OC(=O)CN(C)C(=S)S,,local|unified,2
CC(=O)OC(=O)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(C)cc1,,local|unified,2
CC(=O)OC(=O)CN1C(=O)C(=CC(C)=Cc2ccccc2)SC1=S,,local|unified,2
CC(=O)OC(=O)CN=CN,,local|unified,2
CC(=O)OC(=O)CNC(=O)C(CS(=O)(=O)O)NC(=O)CCC(N)C(=O)O,,local|unified,2
CC(=O)OC(=O)CNC(=O)C(CSC(=O)C(C)O)NC(=O)CCC(N)C(=O)O,,local|unified,2
CC(=O)OC(=O)CNC(=O)C(CSCc1ccc([N+](=O)[O-])cc1)NC(=O)CCC(N)C(=O)O,,local|unified,2
CC(=O)OC(=O)CNS(=O)(=O)c1c(C)cc(NC(=O)Cc2ccccc2C)cc1C,,local|unified,2
CC(=O)OC(=O)CON,,local|unified,2
CC(=O)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,,local|unified,2
CC(=O)OC(=O)COc1ccc(C(=O)CBr)cc1,,local|unified,2
CC(=O)OC(=O)CP(=O)(O)O,,local|unified,2
CC(=O)OC(=O)CSCC=C(C)CCC=C(C)CCC=C(C)C,,local|unified,2
CC(=O)OC(=O)C[N+](C)(C)C,,local|unified,2
CC(=O)OC(=O)Cc1c[nH]c2ccc(O)cc12,,local|unified,2
CC(=O)OC(=O)Cc1c[nH]c2ccccc12,,local|unified,2
CC(=O)OC(=O)Cc1cc(C)c(C(=O)c2ccc(Cl)cc2)n1C,,local|unified,2
CC(=O)OC(=O)c1[nH]cnc1NC(N)=O,,local|unified,2
CC(=O)OC(=O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,,local|unified,2
CC(=O)OC(=O)c1c(Cl)cc(Cl)cc1Cl,,local|unified,2
CC(=O)OC(=O)c1c(NC(=O)C(=O)O)sc2c1CCSC2,,local|unified,2
CC(=O)OC(=O)c1cc(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O,,local|unified,2
CC(=O)OC(=O)c1cc(=O)c2c3nc4ccccc4oc-3cc(=O)c2[nH]1,,local|unified,2
CC(=O)OC(=O)c1cc(=O)c2ccccc2[nH]1,,local|unified,2
CC(=O)OC(=O)c1cc(C(=O)O)cc(=O)o1,,local|unified,2
CC(=O)OC(=O)c1cc(C(=O)O)oc(=O)c1,,local|unified,2
CC(=O)OC(=O)c1cc(Cl)ccc1Cl,,local|unified,2
CC(=O)OC(=O)c1cc(N(Cc2ccccc2O)Cc2ccccc2O)ccc1O,,local|unified,2
CC(=O)OC(=O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,local|unified,2
CC(=O)OC(=O)c1cc(O)ccc1O,,local|unified,2
CC(=O)OC(=O)c1cc2c(=O)c3cc(C(C)C)ccc3oc2nc1N,,local|unified,2
CC(=O)OC(=O)c1ccc(C(N)C(=O)O)cc1O,,local|unified,2
CC(=O)OC(=O)c1ccc(C2(c3cc4c(cc3C)C(C)(C)CCC4(C)C)CC2)nc1,,local|unified,2
CC(=O)OC(=O)c1ccc(Cl)cc1Nc1ccccc1C(=O)O,,local|unified,2
CC(=O)OC(=O)c1ccc(N2C(=O)C=CC2=O)cc1O,,local|unified,2
CC(=O)OC(=O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,,local|unified,2
CC(=O)OC(=O)c1ccc(NC(=O)c2ccc3c(c2)C(c2cnc4ccccc4c2)CCC3(C)C)cc1,,local|unified,2
CC(=O)OC(=O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,,local|unified,2
CC(=O)OC(=O)c1ccc2cc(C(=O)c3ccc4c(c3)C(C)(C)CCC4(C)C)ccc2c1,,local|unified,2
CC(=O)OC(=O)c1cccc(Cl)c1,,local|unified,2
CC(=O)OC(=O)c1cccc(O)c1N,,local|unified,2
CC(=O)OC(=O)c1cccc2c1oc1c(C(=O)O)cccc12,,local|unified,2
CC(=O)OC(=O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,,local|unified,2
CC(=O)OC(=O)c1ccccc1Nc1ccc(Cl)c(C)c1,,local|unified,2
CC(=O)OC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,,local|unified,2
CC(=O)OC(=O)c1ccccc1Nc1cccc(C)c1C,,local|unified,2
CC(=O)OC(=O)c1cccnc1Nc1cccc(C(F)(F)F)c1,,local|unified,2
CC(=O)OC(=O)c1cn2c3c(c(N4CCC(O)CC4)c(F)cc3c1=O)CCC2C,,local|unified,2
CC(=O)OC(=O)c1cnccn1,,local|unified,2
CC(=O)OC(C(=O)C(=O)O)C(O)C(=O)CO,,local|unified,2
CC(=O)OC(C(=O)C(=O)O)C(O)C(O)COP(=O)(O)O,,local|unified,2
CC(=O)OC(C(=O)CO)C(O)C(=O)C(=O)O,,local|unified,2
CC(=O)OC(C(=O)CO)C(O)CO,,local|unified,2
CC(=O)OC(C(=O)O)C(=CC(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(C(=O)O)C(O)C(O)C(O)CO,,local|unified,2
CC(=O)OC(C(=O)O)C(O)CC(=O)C(=O)O,,local|unified,2
CC(=O)OC(C(=O)O)C(O)Cn1cnc2c(N)ncnc21,,local|unified,2
CC(=O)OC(C(=O)O)c1ccccc1,,local|unified,2
CC(=O)OC(C(=O)OC1CC2CCC(C)(C)C(C1)N2C)(c1cccs1)c1cccs1,,local|unified,2
CC(=O)OC(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1,,local|unified,2
CC(=O)OC(C(=O)OC1CC2CCC(C1)[N+]2(C)C)c1ccccc1,,local|unified,2
CC(=O)OC(C(=O)OC1CCC(C)(C)N(C)C1C)c1ccccc1,,local|unified,2
CC(=O)OC(C(=O)[O-])C(O)CC(=O)C(=O)[O-],,local|unified,2
CC(=O)OC(C(=O)[O-])C(O)CC(O)C(=O)[O-],,local|unified,2
CC(=O)OC(C(C)=O)C(O)COP(=O)(O)O,,local|unified,2
CC(=O)OC(C(N)CC1CCCCC1)C(O)CC(C)C,,local|unified,2
CC(=O)OC(C(O)C(=O)O)C(O)C(O)CO,,local|unified,2
CC(=O)OC(C(O)C=O)C(O)C(S)CO,,local|unified,2
CC(=O)OC(C(O)CC(=O)C(=O)O)C(O)C(O)CO,,local|unified,2
CC(=O)OC(C(O)CN(C)C(=S)S)C(O)C(O)CO,,local|unified,2
CC(=O)OC(C(O)CO)C(O)C(O)CN(C)C(=S)S,,local|unified,2
CC(=O)OC(C(O)COP(=O)(O)O)C(O)C(=O)C(=O)O,,local|unified,2
CC(=O)OC(C(S)CO)C(O)C(O)C=O,,local|unified,2
CC(=O)OC(C)(C(C)=O)C(=O)O,,local|unified,2
CC(=O)OC(C)(C)C(Cl)(Cl)Cl,,local|unified,2
CC(=O)OC(C)(C)C1CC=C(C)CC1,,local|pyrfume|unified,3
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,,local|pyrfume|unified,3
CC(=O)OC(C)(C)C1CCC(C)CC1,,local|pyrfume|unified,3
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,,local|unified,2
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,,local|unified,2
CC(=O)OC(C)(C)CCc1ccccc1,,local|pyrfume|unified,3
CC(=O)OC(C)(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,,local|pyrfume|unified,3
CC(=O)OC(C)(C)c1ccccc1,,local|pyrfume|unified,3
CC(=O)OC(C)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O,,local|unified,2
CC(=O)OC(C)/C(C)=C/C1C(C)=CCCC1(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)/C=C/C1=C(C)CCCC1(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)=O,,local|pyrfume|unified,3
CC(=O)OC(C)C(=O)OCC[N+](C)(C)C,,local|unified,2
CC(=O)OC(C)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,,local|unified,2
CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C,,local|unified,2
CC(=O)OC(C)C(C)=O,,local|pyrfume|unified,3
CC(=O)OC(C)C(C)CC1C(C)CCCC1(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)C(C)OC(C)=O,,local|pyrfume|unified,3
CC(=O)OC(C)C(O)OCC[N+](C)(C)C,,local|unified,2
CC(=O)OC(C)C1CC=C(C)C1(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)C1CCCC(C)(C)C1,,local|pyrfume|unified,3
CC(=O)OC(C)C=C(C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)C=CC1=C(C)CCCC1(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)C=CC1C(C)=CCCC1(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)C=O,,local|unified,2
CC(=O)OC(C)CC(C)(C)c1ccccc1,,local|pyrfume|unified,3
CC(=O)OC(C)CC(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,,local|unified,2
CC(=O)OC(C)CC=C(C)CCC=C(C)C,,local|unified,2
CC(=O)OC(C)CCC1C(C)CCCC1(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)CCC=C(C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)CCCC(C)C,,local|pyrfume|unified,3
CC(=O)OC(C)CCc1ccccc1,,local|pyrfume|unified,3
CC(=O)OC(C)C[N+](C)(C)C,,local|unified,2
CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,,local|unified,2
CC(=O)OC(C)c1ccccc1,,local|pyrfume|unified,3
CC(=O)OC(C1=CNC2N=C(N)NC(=O)C2N1)C1OP(=O)([O-])OCC1O,,local|unified,2
CC(=O)OC(C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O)CCc1ccccc1,,local|unified,2
CC(=O)OC(C=CC1C(O)CC(O)C1CC=CCCCC(=O)[O-])COc1cccc(Cl)c1,,local|unified,2
CC(=O)OC(C=O)C(O)C(O)C(S)CO,,local|unified,2
CC(=O)OC(C=O)C(O)COP(=O)(O)O,,local|unified,2
CC(=O)OC(CC(=O)C(=O)O)C(O)C(=O)O,,local|unified,2
CC(=O)OC(CC(=O)C(=O)O)C(O)C(O)C(O)CO,,local|unified,2
CC(=O)OC(CC(=O)C(=O)O)C(O)CO,,local|unified,2
CC(=O)OC(CC(=O)C(=O)[O-])C(O)C(=O)[O-],,local|unified,2
CC(=O)OC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCCC(C)C,,local|unified,2
CC(=O)OC(CC(=O)O)C[N+](C)(C)C,,local|unified,2
CC(=O)OC(CC(=O)O)[N+](C)(C)C,,local|unified,2
CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,,local|unified,2
CC(=O)OC(CC(C)C)C(O)C(N)CC1CCCCC1,,local|unified,2
CC(=O)OC(CC(C)C)CC(C)C,,local|pyrfume|unified,3
CC(=O)OC(CC(N)C(=O)O)C(=O)O,,local|unified,2
CC(=O)OC(CC(O)C(=O)[O-])C(O)C(=O)[O-],,local|unified,2
CC(=O)OC(CC(O)C(O)C(=O)[O-])C(=O)[O-],,local|unified,2
CC(=O)OC(CC([O-])O)C[N+](C)(C)C,,local|unified,2
CC(=O)OC(CC=C(C)C)C(C)=CC=CC(C)=C1C(=O)CC2C1(C)CCC1C(C)(CO)C(O)CCC21C,,local|unified,2
CC(=O)OC(CC=C(C)C)C(C)=CC=CC(C)=C1C(=O)CC2C1(C)CCC1C(C)(CO)C(OC(C)=O)CCC21C,,local|unified,2
CC(=O)OC(CN(C)C(=S)S)C(O)C(O)C(O)CO,,local|unified,2
CC(=O)OC(CN)CC(=O)O,,local|unified,2
CC(=O)OC(CN)c1cc(O)c(O)cc1F,,local|unified,2
CC(=O)OC(CN)c1ccc(O)c(O)c1,,local|unified,2
CC(=O)OC(CN)c1ccc(O)cc1,,local|unified,2
CC(=O)OC(CN)c1cccc(O)c1,,local|unified,2
CC(=O)OC(CNC(C)(C)C)COc1cc(C)ccc1Cl,,local|unified,2
CC(=O)OC(CNC(C)(C)C)COc1ccccc1OCC1CCCO1,,local|unified,2
CC(=O)OC(CNC(C)(C)C)CSc1nc(-c2ccc(C(N)=O)s2)cs1,,local|unified,2
CC(=O)OC(CNC(C)(C)C)c1cc(O)cc(O)c1,,local|unified,2
CC(=O)OC(CNC(C)C)COc1cccc2cc(C(C)=O)oc12,,local|unified,2
CC(=O)OC(CNC(C)C)c1ccc(Cl)c(Cl)c1,,local|unified,2
CC(=O)OC(CNC(C)C)c1ccc(N)c(C#N)c1,,local|unified,2
CC(=O)OC(CNC(C)C)c1ccc(NS(C)(=O)=O)cc1,,local|unified,2
CC(=O)OC(CNC(C)Cc1ccc(O)cc1)c1cc(O)cc(O)c1,,local|unified,2
CC(=O)OC(CNCCC(C)C)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1,,local|unified,2
CC(=O)OC(CNCCCCCCNCC(O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,,local|unified,2
CC(=O)OC(CNCCCCCCOCCCCc1ccccc1)c1ccc(O)c(CO)c1,,local|unified,2
CC(=O)OC(CO)C(O)C(=O)CO,,local|unified,2
CC(=O)OC(CO)C(O)CC(=O)C(=O)O,,local|unified,2
CC(=O)OC(CO)C(O)c1cnc2[nH]c(N)nc(=O)c2n1,,local|unified,2
CC(=O)OC(CO)CN1CCN(c2ccccc2)CC1,,local|unified,2
CC(=O)OC(CO)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12,,local|unified,2
CC(=O)OC(CO)COc1ccccc1C,,local|unified,2
CC(=O)OC(COC(N)=O)COc1ccc(Cl)cc1,,local|unified,2
CC(=O)OC(COP(=O)(O)O)C(O)C(C)=O,,local|unified,2
CC(=O)OC(COP(=O)(O)O)C(O)C=O,,local|unified,2
CC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,,local|unified,2
CC(=O)OC(Cc1cnc[nH]1)(C(=O)O)C(N)CC(C)C,,local|unified,2
CC(=O)OC(Cn1cnc2c(N)ncnc21)C(O)C(=O)O,,local|unified,2
CC(=O)OC(N)P,,local|unified,2
CC(=O)OC(NC(N)=O)C(=O)O,,local|unified,2
CC(=O)OC(Nc1cc(C)on1)=C1C(=O)c2ccccc2S(=O)(=O)N1C,,local|unified,2
CC(=O)OC(Nc1ccccn1)=C1C(=O)c2ccccc2S(=O)(=O)N1C,,local|unified,2
CC(=O)OC(O)(c1nc2ccc(C(N)=[NH2+])cc2[nH]1)c1nc2ccc(C(N)=[NH2+])cc2[nH]1,,local|unified,2
CC(=O)OC(O)CC(C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OC(O)c1ccccc1,,local|pyrfume|unified,3
CC(=O)OC(c1ccc(O)c(O)c1)C(C)N,,local|unified,2
CC(=O)OC(c1ccc(S(C)(=O)=O)cc1)C(COC(=O)CN)NC(=O)C(Cl)Cl,,local|unified,2
CC(=O)OC(c1ccc([N+](=O)[O-])cc1)C(CO)NC(=O)C(Cl)Cl,,local|unified,2
CC(=O)OC(c1ccc([N+](=O)[O-])cc1)C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl,,local|unified,2
CC(=O)OC(c1cccc(O)c1)C(C)N,,local|unified,2
CC(=O)OC(c1ccccc1)C(C)N,,local|unified,2
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,,local|pyrfume|unified,3
CC(=O)OC(c1ccccc1)c1nc2ccccc2[nH]1,,local|unified,2
CC(=O)OC(c1cnc2[nH]c(N)nc(=O)c2n1)C(O)CO,,local|unified,2
CC(=O)OC/C=C(/C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OC/C=C(\C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OC/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C,,local|unified,2
CC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,,local|pyrfume|unified,3
CC(=O)OC/C=C/c1ccccc1,,local|pyrfume|unified,3
CC(=O)OC1(C(=O)COP(=O)([O-])[O-])CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,local|unified,2
CC(=O)OC1(C(=O)O)CC(=O)C(O)C(O)C1,,local|unified,2
CC(=O)OC1(C(=O)O)CC(O)C(O)C(O)C1,,local|unified,2
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,,local|unified,2
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,,local|unified,2
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,,local|unified,2
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,,local|unified,2
CC(=O)OC1(C(C)=O)CCCCC1,,local|pyrfume|unified,3
CC(=O)OC1(C(C)C)C=CC(C)CC1,,local|pyrfume|unified,3
CC(=O)OC1(C(C)C)CCCCC1,,local|pyrfume|unified,3
CC(=O)OC1(C(C)O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,,local|unified,2
CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,,local|unified,2
CC(=O)OC1(C)CCC23CC1C(C)(C)[C@@H]2CC[C@H]3C,,local|pyrfume|unified,3
CC(=O)OC1(C)CCC2C3CCC4Cc5[nH]ncc5CC4(C)C3CCC21C,,local|unified,2
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,,local|pyrfume|unified,3
CC(=O)OC1(C)CCCCC1,,local|pyrfume|unified,3
CC(=O)OC1(CO)CC(NC(CO)CO)C(O)C(O)C1O,,local|unified,2
CC(=O)OC1(CO)OCC(O)C(O)C1O,,local|unified,2
CC(=O)OC1(c2cccnc2)CCC(=O)N1C,,local|unified,2
CC(=O)OC12CC(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,,local|unified,2
CC(=O)OC12CCC(C3=CC(=O)OC3)C1(C)CCC1C2CCC2(O)CC(O)CCC12C=O,,local|unified,2
CC(=O)OC12CCC3C(CCC4(C)C(C5=CC(=O)OC5)CCC34O)C1(C=O)CCC(O)C2,,local|unified,2
CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2,,local|pyrfume|unified,3
CC(=O)OC1=C(C(C)C)CCC(C)=C1,,local|pyrfume|unified,3
CC(=O)OC1=C(C)CCC1=O,,local|pyrfume|unified,3
CC(=O)OC1=C(C)OC(C)C1=O,,local|pyrfume|unified,3
